,id_x,type,startTime,endTime,duration,success,failure,parent,next,previous,object_acted_on,object_type,bodyPartsUsed,arm,grasp,effort,id_y,action_task_id,t_x,t_y,t_z,q_x,q_y,q_z,q_w,information
8,Action_FORVKLBS,Grasping,1600356373.9220223,1600356374.7924385,0.8704159259796143,True,,Action_RDLXTPMF,,,,,,,,,8,Action_FORVKLBS,0.4800000190734863,-0.440000057220459,3.814697266402156e-09,0.0,0.0,-0.40362879633903503,0.914922833442688,Opening: IAI-FRIDGE-DOOR
12,Action_ESMRYFHJ,Grasping,1600356375.0194654,1600356375.2268593,0.20739388465881348,True,,Action_RDLXTPMF,,,,, :RIGHT,,,,12,Action_ESMRYFHJ,0.4800000190734863,-0.440000057220459,3.814697266402156e-09,0.0,0.0,-0.40362879633903503,0.914922833442688,Opening: IAI-FRIDGE-DOOR
1,Action_NYKTXFRC,Grasping,1600334180.7423475,1600334181.5814228,0.8390753269195557,True,,Action_CRVTGNPE,,,,,,,,,1,Action_NYKTXFRC,0.4083584785461426,-0.7124706268310547,3.814697266402156e-09,0.0,0.0,-0.2497042566537857,0.9683221578598022,Opening: IAI-FRIDGE-DOOR
2,Action_YXPOHFEM,Grasping,1600334181.8214731,1600334182.005919,0.18444609642028809,True,,Action_CRVTGNPE,,,,, :RIGHT,,,,2,Action_YXPOHFEM,0.4083584785461426,-0.7124706268310547,3.814697266402156e-09,0.0,0.0,-0.2497042566537857,0.9683221578598022,Opening: IAI-FRIDGE-DOOR
3,Action_VCMLJUDT,Grasping,1600396129.4132009,1600396129.6191168,0.2059159278869629,True,,Action_WVXCTYHJ,,,,, :RIGHT,,,,3,Action_VCMLJUDT,0.7599997202555339,-0.4000000953674317,3.814697266402156e-09,0.0,0.0,-0.5053013563156128,0.8629429340362549,Opening: IAI-FRIDGE-DOOR
9,Action_GIBDECHW,Grasping,1600396128.3333778,1600396129.187105,0.8537271022796631,True,,Action_WVXCTYHJ,,,,,,,,,9,Action_GIBDECHW,0.7599997202555339,-0.4000000953674317,3.814697266402156e-09,0.0,0.0,-0.5053013563156128,0.8629429340362549,Opening: IAI-FRIDGE-DOOR
4,Action_JNVBFHRD,Grasping,1600343227.1863928,1600343228.148785,0.9623923301696776,True,,Action_OZYXIGQK,,,,,,,,,4,Action_JNVBFHRD,0.4083584785461426,-0.7124706268310547,3.814697266402156e-09,0.0,0.0,-0.2497042566537857,0.9683221578598022,Opening: IAI-FRIDGE-DOOR
5,Action_PFTBLSYH,Grasping,1600343228.3734214,1600343228.5516381,0.17821669578552246,True,,Action_OZYXIGQK,,,,, :RIGHT,,,,5,Action_PFTBLSYH,0.4083584785461426,-0.7124706268310547,3.814697266402156e-09,0.0,0.0,-0.2497042566537857,0.9683221578598022,Opening: IAI-FRIDGE-DOOR
6,Action_DXRCPKYM,Grasping,1600343369.0374413,1600343369.9346354,0.8971941471099854,True,,Action_XEJINFPK,,,,,,,,,6,Action_DXRCPKYM,0.31999969482421875,-0.9600000381469728,3.814697266402156e-09,0.0,0.0,-0.1718272864818573,0.985127091407776,Closing: IAI-FRIDGE-DOOR
3,Action_TYEOXBRS,Grasping,1600347520.8795836,1600347521.0238698,0.1442863941192627,True,,Action_NZMKSCIL,,,,, :RIGHT,,,,3,Action_TYEOXBRS,0.3565651257832845,-0.7499348958333333,3.814697266402156e-09,0.0,0.0,-0.1286787986755371,0.9916863441467284,Opening: IAI-FRIDGE-DOOR
